story_id,end,end_cons,consist,inconsH1,inconsH2,cor1,cor2,likEx
d0f55038-cd89-4d34-983c-5bc48dd435e5-1,Jack cooked Jack's friend Tobias a surprise birthday dinner.,no,B,"Jack cooked dinner for Tobias, not for Jack's birthday.",Tobias planned a trip for Jack's birthday.,No,Yes,Explanation B
ed6cec6f-575f-4304-aecc-f71cbdb838f6-1,Mark realized he was being mean and hurting people.,no,A,Mark was a very obnoxious child. Mark realized he was being mean and hurting people.,Mark was obnoxious but he realized that smart comments weren't ever necessary.,Yes,Yes,Explanation B
35290d46-973f-47b3-a673-767ce74386e0-1,Tim's colleague was oblivious the whole time.,no,A,Tim's colleague could not have stolen his invention because he had not told anyone about it.,"Tim's colleague was oblivious the whole time, so he couldn't have stolen it.",Yes,No,Explanation B
4b8f1d1f-9b00-4af4-bd25-ed71e9536b552,Tim said something funny to Joe.,yes,A,"Tim kissed Joe's girlfriend, so Joe punched Tim.",Joe would not punch Tim if he was pals with him.,Yes,Yes,Explanation B
4a54a2b4-75a7-460e-b5e8-5504d772095e-1,"She hit a bump, and the chain fell off her bike.",yes,B,Kelly's father could have fixed her bike.,Kelly was on her way home from school and not to work.,Yes,No,Explanation A
266c3d32-b25a-434d-8608-653422ca696d-1,He moved out of state for work.,no,A,It is not possible to have a great time in Alabama if he is still there.,"He moved out of state for work, so he can't come out on occasion.",No,Yes,Explanation B
7892f91b-52f3-4132-9735-410d7ccabb09-1,Bob had a permanent retainer put in.,no,B,The retainer is permanent so it cannot be removed.,Bob had perfect teeth so he did not need to make an appointment to remove it.,No,No,Explanation B
d2129033-7d4b-40e1-a435-4ea4251e25fa-1,Dan knew Doug was sick and made sure to save half his candy for his friend.,no,B,Dan was happy to share his candy with Doug.,"Dan ate extra candy from several houses, but he didn't share it with Doug.",Yes,Yes,Explanation A
925d606b-03b9-4ee1-8a4b-5f58b1f79f31-1,Kyle was given the promotion.,yes,A,Kyle would not quit his job after being given a promotion.,Kyle would not quit his job if he was waiting for a promotion.,Yes,Yes,Explanation B
fe80cd41-bcf7-4888-8d76-a105d641435e-1,Sammy passed out joints to all his classmates.,no,A,Sammy passed out joints to all his classmates. Seeing everyone in the holiday spirit was enough thanks for Sammy.,Sammy wanted to go home but seeing everyone in the holiday spirit was enough thanks for Sammy.,Yes,No,Explanation B
ee922bf5-350d-47c9-987d-16975a2baaec-1,He got a cease and desist letter from his ISP.,yes,B,Sam downloaded a movie illegally and got a cease and desist letter from his ISP.,Sam downloaded a movie illegally and was unaware of his activity.,Yes,Yes,Explanation A
2b3958ba-4717-4f15-9a9a-2ab1b214e3e6-1,Since I am an attorney I fought for him to be released.,I am an attorney so I fought for him to be released. So the answer is yes.,B,"Carlos was in jail for a DUI. Since I am an attorney I fought for him to be released. He got out eventually, and thanked me for my efforts.","Carlos paid his own bail, so he must have gotten out of jail.",Yes,Yes,Explanation A
3b172f41-9f2e-472f-8713-c6d106019fa8-1,Ash decided to confront her fears.,no,B,Ash was afraid of horses but she realized that horses weren't scary animals at all.,She was afraid of horses because she was allergic to them.,Yes,No,Explanation A
92d9c336-43a3-4b73-8393-e104908af6bb-1,Mina's dad got her a present to cheer her up.,no,B,Mina's dad got her a present to cheer her up.,Mina was a quiet girl and didn't have many friends. She was a quite girl.,Yes,Yes,Explanation A
6dd7305b-f2f4-45bc-85e6-6f82688f75c6-1,Unfortunately his leg is broken in a small accident.,no,A,Bill is confined to his small wheelchair because he had an accident.,Bill is confined to his wheelchair because his leg is broken.,Yes,Yes,Explanation A
099f53f5-6a67-4dd6-8a83-0427928823e1-1,Mary met that old pair.,no,B,Mary is still an avid birdwatcher because she is still interested in bird watching.,Mary found an old pair of binoculars at a lawn sale.,Yes,Yes,Explanation A
a7553959-68a4-49f2-a0fa-ee8b486a90ff-1,James walked the stage with lots of medals and awards.,no,A,James was lucky enough to graduate from a great college in a big city.,James was lucky enough to graduate from a great college in a big city.,Yes,Yes,Explanation B
16df59e5-9725-41cd-b373-84411b0f7e0d-1,Rita was very excited that a stork was being her a sister.,No,B,A stork cannot bring a baby sister to a girl.,The stork is a mythical creature and does not exist.,No,No,Explanation B
1cd4e751-a5dc-484d-8ad8-aa3db9e861fd-1,Amanda wondered if people didn't like her because she didn't smile.,"No, Amanda was not a cheery girl. She was a very serious person.",A,"Amanda was a cheery girl, so she would not be frowning everywhere she went.","Amanda was a cheery girl, so she would not frown.",Yes,Yes,Explanation B
bf06a236-78c1-4943-ae59-bf7ff63a6409-1,Chung went to go look for treasure.,no,A,Chung would be happy no matter what he found.,"Chung was sure he would be happier than before, but he decided the grass isn't greener on the other side.",No,No,Explanation B
97ab81f2-9a5f-45c7-aa00-07c099048fae-1,Laura got very hot in the snow.,no,A,"The snow would have made Laura cold, not hot.",Laura was playing in the snow. Laura enjoyed making a snowman. She made herself a big cup of hot chocolate afterwards.,No,Yes,Explanation B
4bf5a65d-c730-4cc2-b808-d4b90ad6b330-1,Dan thought it was very pretty.,Yes.,A,Dan followed the rainbow over the hills and roads.,"The rainbow was not there, so he couldn't take a picture of it.",Yes,No,Explanation A
0a7a02f0-dffb-4461-83c7-e8165bee6737-1,He was harsh and rude during dinner.,No,A,Henry is not into easygoing guys because he took Julie out to dinner.,She is not into easygoing guys because she was harsh and rude during dinner.,No,No,Explanation A
4fe4c37d-b035-490e-bf4b-059c47946dbc-1,I was bored while my girlfriend and her co-worker chilled.,"No, because if I was bored I would not be chilling.",B,"I was bored while my girlfriend and her co-worker chilled. Finally, we just left.",We were excited and engaged but we left.,Yes,No,Explanation A
04e56d2d-f08f-4a93-8b9a-0cb47e34ae56-1,Cathy quickly found what she needed and left the mall.,no,B,Cathy took her daughter to the mall for a Halloween costume. Cathy quickly found what she needed and left the mall. They went home.,Cathy's daughter would not want to sell a costume.,Yes,No,Explanation A
427dbd91-3f4c-4375-9417-7af0a7b7b0de-1,Micah went to school to learn about fruit.,no,A,Micah is not a peer advocate because he is a lover of apples.,Micah is not a peer advocate because he is not a peer.,No,Yes,Explanation B
7b20844e-66b6-4d96-8a22-9c1ab62b50c7-1,Tim's dog chased a large bird.,yes,A,Tim's dog like to chase things but he doesn't chase the bird anymore.,Tim's dog chased a large bird but it doesn't chase the bird anymore.,Yes,Yes,Explanation B
6413c8e9-f9cd-4e38-8ce4-41b5d5e788d1-1,Dustin dropped his cap in the dirt.,no,B,Dustin dropped his cap in the dirt and it got dirty.,Dustin would not wear his baseball cap everywhere if he only wore it once a year.,Yes,Yes,Explanation B
4af4d4c7-a11d-446f-9170-f48b0bde2160-1,Amy took her hair out of the braids immediately.,no,B,Amy's mom ruined her hair by getting it wet in the pool.,Amy's mom was upset because Amy took her hair out of the braids.,No,Yes,Explanation B
3fa65545-c0b1-45aa-a556-66e83c30aa16-1,Ken set his mind to reach the top.,yes,B,Ken was happy he made it to the top and then went home.,Ken went home after hiking to the river.,Yes,Yes,Explanation A
3b69fd88-9e69-4eab-bee3-b50cab20de2a-1,"Sara designed and made her own pumpkin outfit."".","No, because a pumpkin outfit is not a dress.",A,"Sara made her own pumpkin outfit, so it was not a dress.","Sara's aunt paid for her dress, but she couldn't afford it.",No,Yes,Explanation B
fbdd8929-ad35-4833-9d77-ff538af55ad3-1,Bev drank all the ice tea and told her grandmother.,no,A,Bev's grandmother had more ice tea than she had made.,Bev's grandmother had another pitcher of ice tea in the refrigerator.,No,Yes,Explanation B
dc4e972a-ac48-4b19-9a04-b1c2ce13be21-1,Tim couldn't fix the wiring.,no,A,The non-metalware store does not sell electrical wiring.,The wire he just bought was the wrong size and Tim failed.,No,No,Explanation B
107ca971-569f-4f16-b5fc-1cb84549f688-1,I thought i had to be in Compton.,No,A,It is not possible to be in Compton at 5am on Saturday.,It is not possible to wake up at 5am on Friday and Saturday at the same time.,No,No,Explanation B
f9604f6f-d2d9-458a-b5c7-54d82c4dd4ff-1,"If he won, she had to go out with him.",No,A,Sam would not go out with his crush if he bet his crush he would not go out with her.,"Sam made a bet with his crush. If he won, she had to go out with him. The plan worked and Sam got his date.",Yes,Yes,Explanation B
34f0402f-c86a-4a50-b629-64bdaae50635-1,A telemarketer called him.,"No, because he was in his hotel room when the telemarketer called.",B,The man grunted and slammed down the phone because he was in his hotel room.,The man grunted and slammed down the phone because he was angry.,Yes,Yes,Explanation B
8b2acaf9-c105-4215-a998-d13302187c00-1,She wanted to bring food.,No,A,Anna's family was having a picnic. She wanted to bring food. She brought corn to make fresh corn on the cob!,Anna's family was having a picnic. Her family asked her to bring something to eat for dessert. She brought corn to make fresh corn on the cob!,Yes,Yes,Explanation A
2d7ce9b3-1ed2-4b54-891a-af4ca010f1fc-1,Linda didn't prepare and ordered the passport late.,no,A,Linda had a passport and didn't have to get one.,"Linda was going on a trip to England from The United States. Linda didn't prepare and ordered the passport late. The day before her flight, her passport finally arrived!",No,Yes,Explanation B
dd873749-c51b-4526-ae6a-07d0c370a9c8-1,My boss made an unnecessary racist remark.,no,B,"I knew my boss was gay, but I didn't think he was prejudice.","I knew my boss was gay, but I didn't think he was prejudice.",Yes,Yes,Explanation A
b153203f-7598-4f24-b21d-1b532b09407b-1,She decided to have a lemon stand.,no,A,Rita was only 12 and she couldn't have a job.,"Rita's parents hired her to do their jobs, so she had three jobs.",No,Yes,Explanation B
825f38f1-33ce-40c4-98fe-710740d144f8-1,She could not get a ride to her friend's from her grandpa.,No,B,Lucy's grandpa was not taking a nap after church.,Lucy's grandpa was not taking a nap after church.,No,No,Explanation B
2e5bfe82-f4f2-4dbb-9c2f-61a92fac337e-1,The Lewis family were constantly moving and going on tours during the trip.,no,A,The Lewis family were constantly moving and going on tours during the trip.,The Lewis family had planned their trip all year but they lost their luggage on the way home.,Yes,Yes,Explanation A
0b96d5cd-5f45-48dd-8efa-5af7e5b71b00-1,They went to the zoo and dinner.,yes,A,The date was not rough if Louis kissed Ashley.,Louis kissed Ashley because they were on a date.,Yes,Yes,Explanation B
7bc60570-7b4e-4971-bc8c-b4cedfc8483e-1,Larry and his grandmother burnt the pie they were making.,no,B,Larry and his grandmother burnt the pie they were making. It made for a fun story for him and his grandmother.,Larry's grandmother was a great cook and they made a great cake.,Yes,Yes,Explanation A
753a22cc-b9c8-4b90-9f1b-4cb6566cbf85-1,The family ate a nice and large meal.,yes,B,The family ate a nice and large meal.,The family gathered at the house. We all prayed together. After eating everyone helped clean.,Yes,Yes,Explanation A
37576621-8f25-401e-929f-4f4c719c8df6-1,Kelly found a kevlar fishing vest in a sporting goods store.,no,B,Kelly's father would not love a kevlar fishing vest.,Jenny chose a bracelet because she collected them.,No,Yes,Explanation A
7f89d368-b0eb-46ff-8574-c88c66045e6c-1,Kelly's parents hadn't like many of her past boyfiend's.,yes,A,Kelly's parents would not have liked her boyfriend if he told obscene jokes.,Kelly's parents didn't like many of her past boyfriend's.,Yes,Yes,Explanation B
116ee096-1524-4d4f-be9b-a9f9f8283b70-1,Freddy was worried about his job.,no,A,Freddy is an avid cigarette smoker. He decided to quit.,Freddy is an avid cigarette smoker. He decided to quit.,Yes,Yes,Explanation A
f9353a3e-42ef-463e-bf3e-537f65c8c992-1,Jordan did not pay her electricity bill.,no,A,"Jordan forgot to pay the coin and now there was an extra fee, so her power stayed off.","Jordan woke up to her electricity shutting off. Jordan did not pay her electricity bill. Jordan didn't have enough money for the fee, so her power stayed off.",No,Yes,Explanation B
5f426e0b-db92-4234-b1fb-1b9be39e38d2-1,Charles submitted an appeal for higher payments.,no,A,Charles' monthly payments were reduced to fifty dollars.,Charles' monthly payments were reduced to fifty dollars.,Yes,Yes,Explanation B
c0b47103-e22e-4a61-bff1-031c334105232,Jeremy is a victims councilor.,no,A,Jeremy's personality is not perfect for the workplace.,Jeremy's personality is not perfect for the workplace.,Yes,Yes,Explanation B
ac3a7650-9701-4f33-819c-0a7c4600de29-1,The nuts went bad.,no,B,The worms would not have been in the bowl if they were in the refrigerator.,The bowl of acorns was teeming with maggot-like worms.,Yes,Yes,Explanation B
7eb19a1b-fcfc-4387-9773-18d1c5e94eca-1,George's science professor offered him a monkey.,no,A,"George's professor offered him a monkey, but he didn't take the monkey home.",George could not take the monkey home because it was in a zoo.,Yes,Yes,Explanation B
52b135df-1b18-4470-9169-7b7de0f90eef-1,Jasmine left very late.,yes,A,Brian was not dismayed because Jasmine left with her boyfriend.,Brian was not dismayed because Jasmine left very late.,No,No,Explanation B
ae68ed42-f3bc-4f15-a75b-7a362c2faeac-1,Justin ran 5 miles and was severely thirsty and drank out of the dog bowl after his race.,No,A,Justin was on the track team at his school. Justin ran 5 miles and was severely thirsty and drank out of the dog bowl after his race.,The water was empty but he drank some of it.,Yes,No,Explanation A
2ddd6de1-d43a-4291-a3b9-80d8f8ca5a21-1,Ned waited all day to go to the slopes.,no,A,Ned waited all day to go to the slopes.,"The previous week it snowed heavily, but it was Christmas Day when Ned got the sled.",Yes,No,Explanation B
c181efbd-c6f3-4159-b969-73970763705c2,She was locked out of her house.,no,A,"She was locked out of her house on a beautiful, warm, fall day.",The weather was perfect so she would not want to be back in the house.,Yes,Yes,Explanation A
63ebc893-4777-4250-9699-5a1b271d3123-1,Michael was the greatest ring bearer ever.,no,B,Michael was the greatest ring bearer ever. The bride and groom smiled and thanked Michael for a job well done.,Michael was the ring bearer for his cousin's wedding. Michael delivered the flowers without any mishaps. The bride and groom smiled and thanked Michael for a job well done.,Yes,Yes,Explanation A
f6f49184-a391-4b7d-b210-40c06be2f3ea-1,He decided to change his career path.,no,B,Tim is not making a lot of money from writing about what he loves.,Tim is not making a lot of money from writing about what he loves now.,Yes,No,Explanation B
17ecd8dc-c66b-473c-88e7-0ca2d973853f-1,I was very excited for the pot luck.,yes,A,We put up reward messages everywhere for the church pot luck dinner.,The church pot luck dinner was the most social event ever.,No,Yes,Explanation B
63c73231-89b3-43ca-abf7-27bd229a92a22,Gina forgot to drink water.,no,B,Gina was hungry and forgot to drink water.,If you drink too much water you will not get dehydrated.,No,No,Explanation A
28e84640-5cef-40d2-a350-234a50629cb4-1,Sally did not finish the book.,no,B,Sally was happy to learn that everyone else needed more time too.,Sally finished the book so she must have been the only one who finished.,No,No,Explanation A
46d96edd-0f98-45d6-be86-e2be78bbaaa4-1,My sister and I waited two hours at Bestbuy.,no,B,We went to Bestbuy on black Friday but we didn't wait two hours.,Everyone wore black hooded robes on black Friday.,Yes,No,Explanation A
4d6ecac9-f792-4cef-b21c-f628ff600af8-1,Michael accidentally dropped the laptop as he walked.,yes,A,The laptop was okay because it was thrown on the floor.,The laptop was okay because it was dropped by Michael.,No,No,Explanation B
e5535b00-8490-4c05-b936-b82869d61fef-1,Ben began building from dirt and debris in his yard.,No,A,The mud bricks were expensive but he had no money.,"Ben had no money to build a shed, so he had to build it from dirt and debris.",No,Yes,Explanation B
24d68ad7-7ca2-43b7-bfb5-c588bd43320e-1,Lucy couldn't move the sewing machine by herself.,no,B,Lucy's grandma was going to teach her to sew. Lucy couldn't move the sewing machine by herself. Lucy and her grandma worked together to bring it upstairs.,Lucy's grandma passed away so she can't teach her to sew.,Yes,Yes,Explanation A
80bf908e-415e-405d-9c93-f9e1688e8009-1,Ben was happy when he got out of work.,no,B,The cloud passed over to the next town and did not rain.,A cloud is not a puddle.,Yes,No,Explanation B
a77da366-4d1d-4343-b876-c865acbe1222-1,"Nita noticed a collar on said dog, and saw that his owner's name is Jeff, and looked for Jeff.",No,B,The dog's owner was happy to have his dog back.,The dog's owner would have come to retrieve him if Nita had looked for the owner.,Yes,Yes,Explanation A
59fa929f-c46c-4465-a333-1aebca0188ed-1,Jim asked the receptionist if she saw it.,No,A,Jim's sister would not have found the phone if Jim had lost it.,The receptionist could not have seen the phone if it was lost.,No,No,Explanation B
1343f1ea-2f66-40a3-8978-539423bc0734-1,"One day, Jen's brother jumped out and scared her.",no,A,Jen was terrified of the dark as a child but eventually got over her fear.,"Jen's brother jumped out and scared her, but she was able to be in the dark.",Yes,No,Explanation A
47f32a1d-09df-4ad9-91ac-55ffd220563a-1,"Sean and Shawn did well, but Shaun did not.",no,A,"Sean and Shawn were hired for the job, but Shaun was not.","Sean and Shawn did well, but Shaun did not.",Yes,Yes,Explanation B
774d31e5-d222-447a-bb73-78db69667289-1,Kina did great at a presentation at work.,no,A,Kina lacked couraged and did great at a presentation at work.,Kinda's mother encouraged her by telling courage stories.,No,Yes,Explanation B
dc0688f7-2423-40f4-9f67-bbe19a8481f0-1,Leon cared for his potato plants daily.,yes,B,Leon grew potatoes in his garden. Leon cared for his potato plants daily. The potatoes were an excellent reward for his hard work.,Leon could not take naps on the potatoes because they were in his garden.,Yes,No,Explanation A
4516ccd1-cf8c-4ec9-a791-ef79680b6e141,He brought it home and opened it to find no assembly was necessary.,no,A,The lamp was easy to set up because it was so easy to assemble.,The lamp was easy to set up because it was no assembly.,Yes,No,Explanation A
2fb53108-e413-4cd6-aa56-76ca97469dc2-1,She was sailing woke up and looked at the night sky.,no,B,Jill was sailing and couldn't see the night sky.,Jill was sailing across the ocean and woke up to look at the night sky.,No,Yes,Explanation B
4eb680cd-546d-4f5d-813a-c9d1eedca48b-1,So her parents took her phone away because she did not do her chores.,No,B,Ann did the dishes every day without being asked because she was punished for not doing her chores.,"Ann hated chores, especially washing dishes, but she did the dishes every day without being asked.",No,Yes,Explanation B
43bf2c81-d154-4171-afb3-b1cbcb6abe18-1,I lost against my brother in golf.,no,B,I have never lost against my brother in golf.,I have never lost since I have never played golf.,Yes,No,Explanation A
f41e9855-d7ef-46a5-89b3-25b8ed8dc1a2-1,So Anna didn't touch her dad's sandwich.,yes,A,Anna didn't touch her dad's sandwich so she couldn't have committed a crime.,"Anna's dad left a sandwich in the fridge. Anna ate the combination of bread, meat and cheese. Her guilt made her confess to the crime.",No,Yes,Explanation B
9805b826-87b7-450e-8181-673ba3f4343b-1,Peter remembered to get everything on his girlfriend's list.,no,A,Peter met a new woman at the store but he was going to his girlfriend.,Peter forgot to get everything on his girlfriend's list.,No,Yes,Explanation B
0bbd747a-c597-4ba1-bec5-a90970e29d21-1,Jane decided to try out her new roller skates.,yes,A,She would not be happy with her new skates if she was going to return them.,"Jane had gotten a new pair of skates for her birthday. She decided to try out her new roller skates. She spent all day skating, she was so happy with her new skates.",No,Yes,Explanation B
b2079582-9d34-476e-a9ab-c4318c639cfe-1,Paul started his own business.,yes,B,Paul is not his own boss because he is still working for someone else.,Paul is not his own boss if he joined the team.,Yes,No,Explanation B
b76f50b2-0407-462d-bfb1-92db847c4bdc-1,Jan got lucky with small wins and decided to try her luck once again to hit the big one.,no,A,Jan bought 300 lottery tickets for the big jackpot. Jan lost on all tickets. Jan then bought 600 tickets for the next big jackpot but lost.,Jan bought 300 lottery tickets for the big jackpot. Jan got lucky with small wins and decided to try her luck once again to hit the big one. Jan then bought 600 tickets for the next big jackpot but lost.,Yes,Yes,Explanation B
dd1cbc2d-75fc-4fe7-92b8-cd986d80140a2,"The children were adorable, and it was easy.","No, because it was easy to be a mall Santa.",B,Santa is a mythical character and is not real.,I have never had a job in my entire life.,Yes,No,Explanation A
a54adc68-e0be-4248-ac8f-1acb35f77164-1,The royals fled to another country.,no,B,The royals fled to another country because they were in danger.,The soldiers were in danger because they were in a battle.,Yes,Yes,Explanation B
fd00c264-f76f-4972-85ff-e3c4c398c8ef-1,Everyone say down to eat dinner.,yes,B,The family was happy because they were with the family again.,The family was happy because they had presents to open.,Yes,Yes,Explanation B
4791382f-3103-4e69-805f-9b9b084cf1d0-1,The rich man wanted to tell more people about Charles.,no,A,The rich man would not put a video on twitter showing a table full of food.,The rich man put a video on twitter showing a table full of food.,No,Yes,Explanation B
bc0bf3ee-bf1a-47a6-b9d8-0c2b56754705-1,Jason had a great time making blocks for an igloo.,no,B,Jason wants to play in the snow but he doesn't want to make blocks for an igloo.,Jason cannot destroy the igloo and sit inside the igloo at the same time.,Yes,Yes,Explanation B
8b3e5896-e1be-4ada-8e49-616acf0ec9b72,Tommy's parents hadn't given Tommy permission to die his hair.,no,B,Tommy's parents gave him permission to dye his hair.,They made Tommy shave his head because they didn't like his hair.,Yes,Yes,Explanation B
32103f41-3440-49c3-88f7-ba5351b03a64-1,Carson was traded to a new team for the season opener.,yes,B,The season opener is the first game of the season.,Aiding an opponent would make it easier for the opponent to win.,Yes,Yes,Explanation B
ddf322ed-6007-46c9-a702-e3124b297474-1,I dropped it by accident.,no,B,The phone can't be fixed because it was dropped.,The phone is not new if it dropped from a building and got caught in a fire.,Yes,No,Explanation B
a60a4d96-6865-45d6-9f5e-e9ba50a2cd27-1,Dylan strangely stared at his shoes while waiting.,No,A,"Dylan was out for lunch with his family. Dylan didn't care to match his food to his clothing. Then he remembered that he had green shoelaces, and got his sandwich.",Dylan stared at his shoes because he was hungry.,No,No,Explanation A
f9bb6a9a-f327-497e-82d6-cc3008f1b7c0-1,It began to get crowded.,yes,A,"Molly was volunteering for a parade. It began to get crowded. Luckily, they made it to the end without any accidents.","Molly was volunteering for a parade. Molly noticed the cars were going too fast. Luckily, they made it to the end without any accidents.",Yes,Yes,Explanation A
5eb1de65-1ee7-4f14-a044-7d9a0b7ffa89-1,Karen stopped to think about how lucky she was to make it this far at six-years-old.,no,A,Karen was not six years old when she graduated college.,Karen's family said she could stay at home until she found a job.,No,Yes,Explanation A
d0eb2b32-f49c-4bdf-a838-30e824dd1e34-1,The barber gave him a discount haircut.,no,A,"The barber gave him a discount haircut, so he should tip them.",Bob decided to get a haircut. Bob got an inexperienced hairstylist. He got angry and decided not to tip them.,Yes,Yes,Explanation B
62c9b469-f1a9-4f68-ac77-6616e0b78a7f-1,"Billy got hurt, but no one believed him.",no,A,"Nobody came to check or see, but Billy's poor arm hung by a string.","Billy's arm was not hanging by a string, it was just hanging by a string.",No,No,Explanation A
98dfda21-a447-48e1-84bd-b77c6f0f5308-1,Chris was put off by the uptight pastor.,no,A,Chris went to church every week and then became atheist.,Chris went to church every week and became atheist.,Yes,No,Explanation B
cbdf5369-ed2d-4534-9e68-7e16419690431,Lilly's friends brought her some while she was in the hospital.,yes,A,"Lilly's finger was not amputated, it was cut off.",Lilly's finger was cut off by a white rose.,No,No,Explanation B
fa1145f2-262e-411f-aee9-429d11d878ca-1,Theresa has a winter home in Colorado.,no,A,Theresa moved to Asia so she could not enjoy the cold.,"Theresa has a winter home in Colorado. Therefore, she was able to enjoy the cold much of the year in Denver.",No,Yes,Explanation B
8e52676c-9228-4ca2-a460-13454c1e8270-1,Amy wanted to get some rest.,"No, because noon is not late at night.",B,Amy was too hungry to sleep and went to find food.,"Amy was not hungry, she was tired and wanted a nap.",Yes,No,Explanation A
7fd3e1d1-d8d2-4636-ba86-9af6d39b8cc1-1,He was so disruptive that eventually he was ask to leave the class.,No,A,The man was disruptive to the class so he was asked to leave.,The man was disruptive to the class and the teacher's assistant told him to stop.,Yes,Yes,Explanation A
ca66efd3-171f-41b7-9245-bc19e01375c4-1,My wife didn't notice the blurry pictures in some comics.,no,A,The seller posted five clear photos of the pictures she drew.,The seller posted five clear photos after my wife noted the blurry pictures in some comics.,No,Yes,Explanation B
2fe4f79d-e2ad-4e66-a7a8-7c8abcfb4737-1,A teacher decided to steal money for herself.,no,A,"The school staff was raising money for field day by having a car wash. A teacher decided to steal money for herself. When the school found out, she got fired from her job.",The student was pocketing part of the money she was receiving for the wash.,Yes,Yes,Explanation A
9fa0c7c9-f4da-42e6-ba62-1e992fb76035-1,Sue had always been afraid of flying.,yes,A,Sue forgot to find her seat and buckling in.,Sue was nervous about flying but she was not afraid of flying.,No,Yes,Explanation B
6570058c-3870-4c6a-b648-2f1198c9589b-1,John did not wear protection.,Yes.,B,John was allowed to skate because he was wearing protection.,John was not allowed to skate because he had an accident while driving.,Yes,No,Explanation A
0d755934-cc56-4359-b16c-b198a945550b-1,One of my girlfriends was in a panic because she couldn't find her penny.,no,A,I hugged her and let her know everything will be ok.,I was talking to my girlfriend and some girls came by. One of my girlfriends was in a panic because she couldn't find her penny. I hugged her and let her know everything will be ok.,Yes,Yes,Explanation A
1d73195a-8012-4daa-a0f2-b695fda48866-1,Jose decided to open up a restaurant.,no,A,Jose saved his money in a bank account. It all paid off later and Jose became very rich and successful.,Jose moved to the USA with his life savings.,Yes,Yes,Explanation B
b49b43c5-151d-43fb-aa1e-dd94b45906fa-1,They enjoyed touring downtown Chicago.,no,A,They went home after touring downtown Chicago.,They went home after having their trips that night.,Yes,Yes,Explanation B
a8dd2c4e-1bf5-439e-b327-30b687e75104-1,Alex spilled milk on his sister and laughed.,no,B,Alex spilled milk on his sister and laughed. His mother put him on time out for an hour.,Alex was not supposed to sleep by himself.,Yes,Yes,Explanation A
28f5a6b0-4ba6-4a5b-932b-0b9885d22977-1,there was a great picture.,no,A,"Samantha was at a diner. The last time she was there she won a food eating contest on got her picture posted on their wall of fame. To her delight, the picture was still up when she came back later.","Samantha was at a diner. there was a great picture. To her delight, the picture was still up when she came back later.",Yes,Yes,Explanation A
e1631ac9-e15b-45aa-af0a-d951f4f65859-1,"She had recently been in an accident, however the doctor said that she was expected to make a full recovery.",no,A,The goiter was removed so she should be fine.,She is in a wheelchair because she was in an accident.,Yes,Yes,Explanation B
144fe580-e722-4a49-9d20-c43fe4e4d084-1,"However the pharmacy told her that her doctor had not yelled called it in. So, Lauren called her doctor.",no,A,The pharmacy would not have told Lauren that her doctor had not yelled called it in.,The pharmacy would not have told Lauren that her doctor had not yelled called it in.,No,No,Explanation B
9e65d95e-feb9-452a-b6aa-d6430683f088-1,he entered a lego building contest and won an award.,no,B,Todd can't play with the legos if he gave the proceeds to charity.,He gave the proceeds to charity because he won an award.,No,No,Explanation A
242d11ad-603c-48e9-932a-d1356097e5b2-1,Lynn saw and accident and called 911.,no,A,Lynn's mom would not be proud of her daughter for playing in traffic.,Lynn's mom was so proud of her daughter for helping.,Yes,Yes,Explanation A
65e2040a-1b95-4b6f-b5c9-d677bb7c37c6-1,The baby sucked her thumb and became content.,no,A,The baby gurgled and kicked her feet and then fell into a fitful sleep.,The baby gurgled and kicked her feet before I gave her a scare.,Yes,Yes,Explanation A
e5913586-ef31-448c-8817-0ad685396398-1,Jeremy got in choir and sang very well.,no,A,Jeremy's mom was supportive of his choice and attended his concerts.,Jeremy's dad was disappointed when his son tried out for choir. Jeremy got in choir and sang very well. Jeremy's dad overheard the raves and felt ashamed of himself.,Yes,Yes,Explanation B
cb8860fb-1aa2-4d29-9be6-3866a3ee1449-1,He decided to break his piggy bank and buy it.,No,B,"Eli saw the moped at a yard sale. He decided to break his piggy bank and buy it. He was so happy, he drove it around every day.",Eli's cousin was not happy to drive the moped around every day.,Yes,Yes,Explanation A
660fe4e0-0ae2-4520-b752-5270d2739d7f-1,Joe didn't listen and went on the thin ice anyway.,yes,A,Joe's dad warned him to stay off of thin ice.,The ice was not thin when they were on it.,Yes,No,Explanation A
05e21c44-7250-43c5-882c-4ae0fab3241e-1,"Sally, flew the kite behind the building.",yes,B,The kite landed in the trash because Sally was using it again.,Sally was using a kite. she flew it for hours before taking it down. She was using it again and it landed in the trash this time.,No,Yes,Explanation B
796ab4ea-12d3-489a-b7e8-fce2b430107c2,John had insightful answers to the manager's job.,no,A,John was excited to have a job interview. John had insightful answers to the manager's job. The manager decided to offer John the job.,The manager decided to offer the job to John because he practiced for the interview for a month.,Yes,Yes,Explanation A
a92fc999-3a9a-4532-97e6-8330da0ca9db-1,He then got a called from a old friend.,no,B,Fred was out of milk but he had enough milk to make coffee.,Fred was out of milk but he was not out of coffee.,Yes,Yes,Explanation B
f5377b06-903b-479a-8534-60d1bff2bb87-1,he posted an article in his school so everyone could read it.,no,A,The official newspaper is better than the school paper.,The official newspaper is better than the school newspaper.,Yes,Yes,Explanation B
